header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities,Type of parking facilities,error
Waterwerk 62,3063 HB Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42522680-waterwerk-62/?navigateSource=resultlist,20220126_003101,"€ 375,000 kosten koper","€ 5,068    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (74 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1985,Living area74 m²Other space inside the building10 m²Exterior space attached to the building4 m²,74 m²,10 m²,4 m²,212 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a loft,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2018, in ownership)",Municipal long-term lease (end date of long-term lease:  31-03-2059),€ 1.680 per year,Alongside water,Back garden and front garden,12 m² (3 meter deep and 4 meter broad),Located at the south,Balcony present,Attached brick storage,Electricity,Public parking,no
