header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Strjitwei 22,8522 ML Tjerkgaast        ,https://www.funda.nl/en/koop/tjerkgaast/huis-42512239-strjitwei-22/?navigateSource=resultlist,20220129_100130,"€ 525,000 kosten koper","€ 3,918    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (134 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Converted farmhouse, detached residential property",Resale property,1936,Combination roof covered with roof tiles and cane,Living area134 m²Other space inside the building428 m²,134 m²,428 m²,"3,425 m²","3,463 m³",6 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,Outdoor awning and passive ventilation system,F        What does this mean?,Partly double glazed and insulated walls,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2013, lease)",3.425 m²,Full ownership,Surrounded by garden,Built-in,Parking on private property,no
