header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Leyweg 306,2545 ED Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88993578-leyweg-306/?navigateSource=resultlist,20220131_195735,"€ 260,000 kosten koper","€ 3,562    The asking price per m² (€ 260,000) is calculated by dividing the asking price of the home by the living area (73 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 105.57 per month,Upstairs apartment (apartment),Resale property,1951,Living area73 m²Other space inside the building4 m²Exterior space attached to the building6 m²,73 m²,4 m²,6 m²,240 m³,4 rooms (3 bedrooms),1 story,2nd floor,D            1.83What does this mean?,CH boiler,CH boiler,Full ownership,Alongside busy road,Paid parking,No,No,No,No,No,Yes,no
