header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Ermelostraat 151,2573 TE Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88032027-ermelostraat-151/?navigateSource=resultlist,20220131_193648,"€ 234,500 kosten koper","€ 3,169    The asking price per m² (€ 234,500) is calculated by dividing the asking price of the home by the living area (74 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,€ 75.00 per month,Residential property with shared street entrance (apartment),Resale property,1934,Flat roof covered with asphalt roofing,Energie Prestatie Advies,Living area74 m²,74 m²,270 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,3rd floor,E        What does this mean?,Double glazing,CH boiler,CH boiler,"2017, in ownership",In residential district,Balcony present,Public parking and resident's parking permits,Yes,No,Yes (€ 75.00 per month),Yes,No,Yes,no
