header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Insulation,Facilities,Capacity,Dimensions,Plot size,Area,Ownership situation,error
Aletta Jacobstuin 21 R,1705 JW Heerhugowaard        ,https://www.funda.nl/en/koop/heerhugowaard/parkeergelegenheid-42653250-aletta-jacobstuin-21-r/?navigateSource=resultlist,20220129_171423,"€ 25,000 kosten koper",5 weeks,Available,Available in consultation,Garage,Resale property,No insulation,Electricity,1,"19 m² (6,67 meter deep and 2,9 meter broad)",21 m²,21 m²,Full ownership,no
