header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Ruiterstraat 5,5301 ED Zaltbommel        ,https://www.funda.nl/en/koop/zaltbommel/huis-42533632-ruiterstraat-5/?navigateSource=resultlist,20220129_025952,"€ 549,000 kosten koper","€ 3,000    The asking price per m² (€ 549,000) is calculated by dividing the asking price of the home by the living area (183 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1750,Protected townscape or village view (permit needed for alterations),Gable roof covered with roof tiles,Living area183 m²External storage space8 m²,183 m²,8 m²,119 m²,688 m³,7 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,D        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",119 m²,Full ownership,In center,Back garden,Attached wooden storage,Paid parking and resident's parking permits,no
