header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,CH boiler,Area,Ownership situation,Location,Garden,error
Wim van Eststraat 2,4711 BX St. Willebrord        ,https://www.funda.nl/en/koop/st-willebrord/huis-88970709-wim-van-eststraat-2/?navigateSource=resultlist,20220130_145238,"€ 389,000 kosten koper","€ 3,242    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 389,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Single-family home, detached residential property",Resale property,2008,Gable roof,Living area120 m²,120 m²,344 m²,430 m³,5 rooms (3 bedrooms),1 separate toilet,3 stories,B        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,HR-Combi-ketel,344 m²,Full ownership,In residential district,Surrounded by garden,no
