header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Location,Balcony/roof garden,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nieuwe Osdorpergracht 474 D,1068 HV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42571990-nieuwe-osdorpergracht-474-d/?navigateSource=resultlist,20220131_002643,"€ 490,000 vrij op naam","€ 6,125    The asking price per m² (€ 490,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 120 per month,3 months,Under option,Upstairs apartment (apartment),New property,2022,Woningborg garantiecertificaat,Living area80 m²Exterior space attached to the building6 m²,80 m²,6 m²,240 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,12 stories,7th floor,A+++        What does this mean?,Completely insulated,District heating,In center and in residential district,Balcony present,Underground parking,Parking garage,No,No,No,No,No,No,no
