header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,error
Urban Top Appartement (Bouwnr. 177),3011 CD Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42515682-urban-top-appartement-bouwnr-177/?navigateSource=resultlist,20220129_090145,"€ 595,875 vrij op naam","€ 6,548    The asking price per m² (€ 595,875) is calculated by dividing the asking price of the home by the living area (91 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Apartment with shared street entrance,New property,2025,Living area91 m²Exterior space attached to the building31 m²,91 m²,31 m²,237 m³,3 rooms (2 bedrooms),1 story,20th floor,Elevator and mechanical ventilation,A        What does this mean?,Completely insulated,District heating and complete floor heating,Central facility and district heating,"In center, in residential district and unobstructed surrounding view",Built-in,no
