header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Location,Garden,Shed / storage,Insulation.1,Type of parking facilities,error
Terrasappartementen (Bouwnr. 31),3261 KM Oud-Beijerland        ,https://www.funda.nl/en/koop/oud-beijerland/appartement-88929432-terrasappartementen-bouwnr-31/?navigateSource=resultlist,20220129_154659,"€ 455,000 vrij op naam","€ 3,957    The asking price per m² (€ 455,000) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),New property,2022,Flat roof,Living area115 m²Exterior space attached to the building9 m²External storage space6 m²,115 m²,9 m²,6 m²,345 m³,3 rooms (2 bedrooms),1 story,1st floor,Elevator,A        What does this mean?,Completely insulated,In center and in residential district,Sun terrace,Built-in,Completely insulated,Public parking,no
