header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,error
Truus Smuldersstraat 3,2331 GJ Leiden        ,https://www.funda.nl/en/koop/leiden/huis-88027064-truus-smuldersstraat-3/?navigateSource=resultlist,20220127_230207,"€ 485,000 kosten koper","€ 4,145    The asking price per m² (€ 485,000) is calculated by dividing the asking price of the home by the living area (117 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1985,Living area117 m²Other space inside the building6 m²Exterior space attached to the building2 m²,117 m²,6 m²,2 m²,134 m²,413 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,C        What does this mean?,"Roof insulation, double glazing and floor insulation",District heating,134 m²,Full ownership,In residential district,Back garden and front garden,"42 m² (8 meter deep and 5,2 meter broad)",Located at the northwest,Attached brick storage,Electricity,no
