header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Zwartezeestraat 75,8226 CD Lelystad        ,https://www.funda.nl/en/koop/lelystad/huis-42681502-zwartezeestraat-75/?navigateSource=resultlist,20220130_164702,"€ 270,000 kosten koper","€ 2,523    The asking price per m² (€ 270,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1983,Gable roof covered with roof tiles,Living area107 m²External storage space6 m²,107 m²,6 m²,141 m²,330 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,Optical fibre and TV via cable,C        What does this mean?,Partly double glazed,CH boiler,CH boiler,HR (gas-fired combination boiler),141 m²,Full ownership,"Alongside a quiet road, sheltered location, in residential district and unobstructed surrounding view",Back garden and front garden,"55 m² (10 meter deep and 5,5 meter broad)",Located at the west accessible via the rear,Detached brick storage,Electricity,Public parking,no
