header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Area,Ownership situation,error
Zandroos 13,5658 BG Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42524763-zandroos-13/?navigateSource=resultlist,20220201_004616,Price on request,2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2000,Living area159 m²External storage space6 m²,159 m²,6 m²,151 m²,525 m³,6 rooms (5 bedrooms),3 stories,A        What does this mean?,151 m²,Full ownership,no
