header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Hot water,Area,Location,Balcony/roof garden,Type of garage,Capacity,Facilities,Insulation.1,Type of parking facilities,Office space,error
Hommerterweg 35,6431 ER Hoensbroek        ,https://www.funda.nl/en/koop/hoensbroek/huis-41336099-hommerterweg-35/?navigateSource=resultlist,20220129_003212,"€ 249,000 kosten koper","€ 1,245    The asking price per m² (€ 249,000) is calculated by dividing the asking price of the home by the living area (200 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 325,000 kosten koper",6+ months,Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1954,Flat roof covered with asphalt roofing,Living area200 m²Other space inside the building250 m²,200 m²,250 m²,335 m²,"2,000 m³",14 rooms (3 bedrooms),1 bathroom and 1 separate toilet,3 stories and a basement,C        What does this mean?,"Roof insulation, partly double glazed, energy efficient window and insulated walls",CH boiler,335 m²,In residential district,Balcony present,Attached brick garage and carport,3 cars,"Electricity, heating and running water",Roof insulation,"Parking on gated property, parking on private property and public parking","        100 m², built-in    ",no
