header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hasebroekstraat 21,3532 GJ Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42675484-hasebroekstraat-21/?navigateSource=resultlist,20220131_152205,"€ 175,000 kosten koper","€ 7,000    The asking price per m² (€ 175,000) is calculated by dividing the asking price of the home by the living area (25 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,€ 136.95 per month,Upstairs apartment,Resale property,1935,Gable roof covered with roof tiles,Living area25 m²,25 m²,84 m³,1 room,1 bathroom,Shower and toilet,1 story,1st floor,E        What does this mean?,Partly double glazed,CH boiler,Central facility,Gas-fired combination boiler,Full ownership,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 136.95 per month),Yes,Yes,Yes,no
