header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sint-Jacobstraat 45,3011 DK Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88905669-sint-jacobstraat-45/?navigateSource=resultlist,20220126_002713,"€ 465,000 kosten koper","€ 4,115    The asking price per m² (€ 465,000) is calculated by dividing the asking price of the home by the living area (113 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,€ 156.00 per month,Maisonnette (apartment),Resale property,1981,With carpets and curtains,Living area113 m²Other space inside the building9 m²Exterior space attached to the building10 m²,113 m²,9 m²,10 m²,370 m³,4 rooms (2 bedrooms),2 stories,2nd floor,Elevator and mechanical ventilation,D        What does this mean?,Double glazing and mostly double glazed,District heating,District heating,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  31-12-2053),"Alongside a quiet road, in center and in residential district",Built-in,Yes,Yes,Yes (€ 156.00 per month),Yes,Yes,Yes,no
