header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Oostmaat 9,3751 AB Bunschoten-Spakenburg        ,https://www.funda.nl/en/koop/bunschoten-spakenburg/huis-88034709-oostmaat-9/?navigateSource=resultlist,20220129_063332,"€ 589,000 kosten koper","€ 3,776    The asking price per m² (€ 589,000) is calculated by dividing the asking price of the home by the living area (156 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1952,Gable roof covered with roof tiles,Living area156 m²Other space inside the building21 m²Exterior space attached to the building19 m²,156 m²,21 m²,19 m²,184 m²,596 m³,8 rooms (6 bedrooms),2 bathrooms and 1 separate toilet,"Bath, shower and 2 toilets",3 stories,D        What does this mean?,CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2014, in ownership)",184 m²,Full ownership,Back garden and front garden,"34 m² (4,5 meter deep and 7,63 meter broad)",Located at the north,Attached brick storage,"Parking on private property, public parking and resident's parking permits",no
