header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities,Type of parking facilities,error
Westkade 179,1273 RH Huizen        ,https://www.funda.nl/en/koop/huizen/huis-42687232-westkade-179/?navigateSource=resultlist,20220128_142800,"€ 300,000 kosten koper","€ 2,632    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1981-1990,Gable roof covered with roof tiles,Living area114 m²External storage space7 m²,114 m²,7 m²,122 m²,376 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,B        What does this mean?,CH boiler,CH boiler,Gas-fired combination boiler,122 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,Detached brick storage,Electricity,Public parking,no
