header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Capacity,error
Rietdekkerslaan 25,3781 WB Voorthuizen        ,https://www.funda.nl/en/koop/voorthuizen/huis-42670073-rietdekkerslaan-25/?navigateSource=resultlist,20220129_193721,"€ 595,000 kosten koper","€ 3,790    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (157 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1995,Living area157 m²Other space inside the building23 m²,157 m²,23 m²,284 m²,624 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,B        What does this mean?,CH boiler,CH boiler and electrical boiler,Bosch HRC 26 (2008),284 m²,Full ownership,In residential district,Surrounded by garden,Attached brick garage,1 car,no
