header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Goudsesingel 31 E,3031 EC Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88035295-goudsesingel-31-e/?navigateSource=resultlist,20220125_220036,"€ 350,000 kosten koper","€ 5,147    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (68 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 13, 2022",Available,Available in consultation,Residential property with shared street entrance (apartment),Resale property,1952,Living area68 m²Exterior space attached to the building3 m²External storage space4 m²,68 m²,3 m²,4 m²,214 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,5th floor,Elevator,D        What does this mean?,Double glazing,District heating,Central facility,Full ownership,In center,Balcony present,Built-in,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
