header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Ownership situation,Ownership situation.1,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Realengracht 142,1013 KW Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42696768-realengracht-142/?navigateSource=resultlist,20220130_121747,"€ 595,000 kosten koper","€ 7,346    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 29, 2022",Sold under reservation,Available in consultation,Mezzanine (apartment),Resale property,1980,Living area81 m²External storage space5 m²,81 m²,5 m²,190 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,Elevator,B        What does this mean?,Full ownership,Full ownership,No,No,No,No,No,No,no
