header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Type of parking facilities,error
Watermolen 46,1135 LL Edam        ,https://www.funda.nl/en/koop/edam/huis-42536238-watermolen-46/?navigateSource=resultlist,20220129_012214,"€ 375,000 kosten koper","€ 3,233    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, row house",Resale property,1994,Partly furnished with carpets and curtains,Gable roof covered with roof tiles,Living area116 m²,116 m²,145 m²,339 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Skylight, mechanical ventilation and TV via cable",B        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Atag (gas-fired combination boiler from 2016, in ownership)",145 m²,Full ownership,"Alongside a quiet road, in residential district and freestanding location",Back garden and front garden,"62 m² (13 meter deep and 5,5 meter broad)",Public parking,no
