header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
De Akkers 17,1602 MP Enkhuizen        ,https://www.funda.nl/en/koop/enkhuizen/huis-88024424-de-akkers-17/?navigateSource=resultlist,20220129_183635,"€ 225,000 kosten koper","€ 2,647    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1977,Gable roof covered with roof tiles,Living area85 m²Other space inside the building10 m²Exterior space attached to the building2 m²,85 m²,10 m²,2 m²,118 m²,353 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,Passive ventilation system,C            1.57What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2021, lease)",118 m²,Full ownership,Back garden,"45 m² (10 meter deep and 4,5 meter broad)",Located at the south accessible via the rear,Attached brick storage,Electricity,Public parking,no
