header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Type B (Bouwnr. 51),8245 HA Lelystad        ,https://www.funda.nl/en/koop/lelystad/huis-41336575-type-b-bouwnr-51/?navigateSource=resultlist,20220129_162425,"€ 475,500 vrij op naam","€ 3,549    The asking price per m² (€ 475,500) is calculated by dividing the asking price of the home by the living area (134 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, double house",New property,2021,Flat roof covered with asphalt roofing,GIW Waarborgcertificate,Living area134 m²External storage space16 m²,134 m²,16 m²,267 m²,415 m³,5 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories,Mechanical ventilation and TV via cable,A+++++        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",District heating,Central facility,267 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,100 m² (10 meter deep and 10 meter broad),Located at the west,Parking place and detached brick garage,1 car,Electricity,Public parking,no
