header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Location,Type of parking facilities,error
Torenappartement hoog medium (Bouwnr. 82),3071 AL Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42676400-torenappartement-hoog-medium-bouwnr-82/?navigateSource=resultlist,20220126_010945,"€ 426,000 vrij op naam","€ 6,000    The asking price per m² (€ 426,000) is calculated by dividing the asking price of the home by the living area (71 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Galleried apartment (apartment),New property,2024,SWK garantiecertificaat,Living area71 m²,71 m²,184 m³,3 rooms (2 bedrooms),1 story,6th floor,Mechanical ventilation,A        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",In residential district and unobstructed surrounding view,Resident's parking permits,no
