header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Damsterdiep 31,3313 TA Dordrecht        ,https://www.funda.nl/en/koop/dordrecht/huis-88039982-damsterdiep-31/?navigateSource=resultlist,20220129_164715,"€ 350,000 kosten koper","€ 2,941    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (119 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Single-family home, corner house (drive-in residential property)",Resale property,1974,Double occupancy possible,Living area119 m²Other space inside the building17 m²,119 m²,17 m²,117 m²,445 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,Optical fibre and passive ventilation system,C        What does this mean?,117 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"54 m² (10 meter deep and 5,37 meter broad)",Located at the southeast,Parking on private property and parking garage,no
