header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Garden,Back garden,Shed / storage,Facilities,Type of parking facilities,error
Doddendaal 27,5655 EL Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42658416-doddendaal-27/?navigateSource=resultlist,20220201_003458,"€ 330,000 kosten koper","€ 2,619    The asking price per m² (€ 330,000) is calculated by dividing the asking price of the home by the living area (126 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available immediately,"Single-family home, row house",Resale property,1974,Living area126 m²Exterior space attached to the building8 m²,126 m²,8 m²,142 m²,391 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,D        What does this mean?,CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2004, in ownership)",142 m²,Back garden and front garden,48 m² (8 meter deep and 6 meter broad),Attached brick storage,Electricity,Public parking,no
