header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Hot water,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Reguliersgracht 52 BV,1017 LT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42438588-reguliersgracht-52-bv/?navigateSource=resultlist,20220130_231307,"€ 1,300,000 kosten koper","€ 11,111    The asking price per m² (€ 1,300,000) is calculated by dividing the asking price of the home by the living area (117 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Under offer,Available in consultation,€ 250.00 per month,Upstairs apartment (double upstairs apartment),Resale property,Before 1906,Living area117 m²Exterior space attached to the building12 m²External storage space1 m²,117 m²,12 m²,1 m²,340 m³,5 rooms (3 bedrooms),2 bathrooms and 3 separate toilets,2 showers,3 stories,3rd floor,Not available,Completely insulated,CH boiler,Full ownership,"Alongside water, in center and unobstructed surrounding view",Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 250.00 per month),No,No,Yes,no
