header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Accessibility,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Loudelsweg 101,1861 TE Bergen (NH)        ,https://www.funda.nl/en/koop/bergen-nh/huis-42513604-loudelsweg-101/?navigateSource=resultlist,20220129_100104,"€ 975,000 kosten koper","€ 10,052    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 975,000) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Single-family home, detached residential property",Resale property,1960-1970,Accessible for seniors,Double occupancy possible,Gable roof covered with roof tiles,Living area97 m²External storage space92 m²,97 m²,92 m²,586 m²,388 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,G        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Remeha Avanta (gas-fired from 2008, in ownership)",586 m²,Full ownership,Sheltered location,Surrounded by garden,Detached brick storage,Public parking,no
