header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Strijpenhof 18,5298 SE Liempde        ,https://www.funda.nl/en/koop/liempde/huis-88028718-strijpenhof-18/?navigateSource=resultlist,20220129_103617,"€ 370,000 kosten koper","€ 3,364    The asking price per m² (€ 370,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2001,Gable roof,Living area110 m²External storage space8 m²,110 m²,8 m²,125 m²,375 m³,5 rooms (4 bedrooms),3 stories,A        What does this mean?,Energy efficient window and completely insulated,CH boiler,125 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"55 m² (10 meter deep and 5,5 meter broad)",Located at the north accessible via the rear,no
