header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Balcony/roof garden,error
Appartement XXL (Bouwnr. 102),3527 KW Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-41397547-appartement-xxl-bouwnr-102/?navigateSource=resultlist,20220131_153758,"€ 809,500 vrij op naam","€ 5,583    The asking price per m² (€ 809,500) is calculated by dividing the asking price of the home by the living area (145 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Galleried apartment,New property,2021,Living area145 m²,145 m²,463 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,1 story,A        What does this mean?,Balcony present,no
