header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Heating,Hot water,Balcony/roof garden,Shed / storage,Facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Speelheuvelstraat 30 15,5711 AT Someren        ,https://www.funda.nl/en/koop/someren/appartement-88035975-speelheuvelstraat-30-15/?navigateSource=resultlist,20220129_034917,"€ 877,500 vrij op naam","€ 5,223    The asking price per m² (€ 877,500) is calculated by dividing the asking price of the home by the living area (168 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Penthouse (apartment),Resale property,2022,Combination roof,Living area168 m²,168 m²,510 m³,4 rooms (3 bedrooms),1 separate toilet,1 story,3rd floor,Not available,Heat pump,Electrical boiler,Balcony present,Built-in,Electricity,No,No,No,No,No,No,no
