header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jan Wapstraat 143,2523 GE Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88012918-jan-wapstraat-143/?navigateSource=resultlist,20220131_213400,"€ 225,000 kosten koper","€ 2,961    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (76 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,€ 35.38 per month,Upstairs apartment (apartment),Resale property,1930,Protected townscape or village view (permit needed for alterations) and with carpets and curtains,Flat roof covered with asphalt roofing,Living area76 m²Exterior space attached to the building3 m²,76 m²,3 m²,275 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,G        What does this mean?,Double glazing,CH boiler,CH boiler,"2016, in ownership",Yes,No,Yes (€ 35.38 per month),No,No,Yes,no
