header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Antonie Heinsiusstraat 43,2582 VR Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88016841-antonie-heinsiusstraat-43/?navigateSource=resultlist,20220128_010219,"€ 535,000 kosten koper","€ 4,280    The asking price per m² (€ 535,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available immediately,€ 98.44 per month,Ground-floor apartment (apartment),Resale property,1907,Protected townscape or village view (permit needed for alterations) and renovation project,Flat roof covered with asphalt roofing,Living area125 m²Other space inside the building1 m²External storage space1 m²,125 m²,1 m²,1 m²,410 m³,5 rooms (3 bedrooms),1 separate toilet,3 stories,Ground floor,G        What does this mean?,No insulation,No heating,Full ownership,In residential district,Back garden,"22 m² (6,19 meter deep and 2,74 meter broad)",Located at the northeast,Public parking and resident's parking permits,No,No,No,No,No,No,no
