header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Areas,Living area,Other space inside the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Herculeshof 17 D,6215 BD Maastricht        ,https://www.funda.nl/en/koop/maastricht/appartement-88039089-herculeshof-17-d/?navigateSource=resultlist,20220129_194143,"€ 199,000 kosten koper","€ 2,236    The asking price per m² (€ 199,000) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,€ 252.43 per month,Galleried apartment,Resale property,1971-1980,Living area89 m²Other space inside the building4 m²External storage space9 m²,89 m²,4 m²,9 m²,285 m³,6 rooms (3 bedrooms),1 story,"Elevator, mechanical ventilation and rolldown shutters",E        What does this mean?,CH boiler,CH boiler,"Gas-fired, in ownership",Full ownership,Built-in,Electricity,Public parking,Yes,Yes,Yes (€ 252.43 per month),Yes,Yes,Yes,no
