header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,error
Oudegracht 421,3511 PJ Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42679952-oudegracht-421/?navigateSource=resultlist,20220129_084647,"€ 1,425,000 kosten koper","€ 7,234    The asking price per m² (€ 1,425,000) is calculated by dividing the asking price of the home by the living area (197 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1937,Protected townscape or village view (permit needed for alterations),Gable roof covered with roof tiles,Living area197 m²Other space inside the building21 m²Exterior space attached to the building6 m²External storage space10 m²,197 m²,21 m²,6 m²,10 m²,163 m²,773 m³,9 rooms (7 bedrooms),2 bathrooms and 2 separate toilets,Bath and toilet,4 stories,Alarm installation,C        What does this mean?,District heating,District heating,163 m²,Full ownership,"Alongside a quiet road, on navigable waterway and in center",Back garden,"75 m² (12,6 meter deep and 5,99 meter broad)",Located at the west accessible via the rear,Detached wooden storage,no
