header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Ownership situation,Fees,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Buitenbassinweg 506,3063 TC Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88012925-buitenbassinweg-506/?navigateSource=resultlist,20220129_035830,"€ 495,000 kosten koper","€ 5,964    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under offer,Available in consultation,€ 137.02 per month,Apartment with shared street entrance (corridor apartment),Resale property,1991,Living area83 m²Other space inside the building7 m²External storage space7 m²,83 m²,7 m²,7 m²,252 m³,3 rooms (2 bedrooms),1 story,18th floor,Elevator and mechanical ventilation,C            1.48What does this mean?,District heating,District heating,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  31-03-2089),Paid until 02-04-2039,"Alongside a quiet road, on navigable waterway, alongside water and unobstructed surrounding view",Public parking,Yes,Yes,Yes (€ 137.02 per month),Yes,Yes,Yes,no
