header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of garage,Capacity,Type of parking facilities,error
Obbinklaan 135,3571 NE Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42588326-obbinklaan-135/?navigateSource=resultlist,20220131_151359,"€ 750,000 kosten koper","€ 4,011    The asking price per m² (€ 750,000) is calculated by dividing the asking price of the home by the living area (187 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,"Single-family home, corner house",Resale property,1970,Living area187 m²Other space inside the building12 m²Exterior space attached to the building2 m²,187 m²,12 m²,2 m²,213 m²,671 m³,6 rooms (4 bedrooms),2 bathrooms and 2 separate toilets,Bath and 2 showers,4 stories,C        What does this mean?,Partly double glazed,CH boiler,CH boiler and electrical boiler,"Bosch (gas-fired combination boiler, in ownership)",213 m²,Full ownership,In residential district,Back garden and side garden,"93 m² (8,84 meter deep and 10,52 meter broad)",Located at the south,Balcony present,Built-in,1 car,"Paid parking, public parking and resident's parking permits",no
