header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Area,Ownership situation,Location,Garden,Type of garage,Capacity,error
Noorderdiep 472,9521 BR Nieuw-Buinen        ,https://www.funda.nl/en/koop/nieuw-buinen/huis-88866862-noorderdiep-472/?navigateSource=resultlist,20220127_223837,"€ 359,000 kosten koper","€ 2,063    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 359,000) is calculated by dividing the asking price of the home by the living area (174 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ","€ 385,000 kosten koper",5 months,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1973,Gable roof,Living area174 m²Other space inside the building46 m²Exterior space attached to the building45 m²,174 m²,46 m²,45 m²,"1,082 m²",830 m³,5 rooms (4 bedrooms),2 stories,E        What does this mean?,CH boiler,1.082 m²,Full ownership,Alongside a quiet road,Surrounded by garden,Built-in,1 car,no
