header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
De Krijgsman Muiden - Loods IV (Bouwnr. 4.1),1398 CP Muiden        ,https://www.funda.nl/en/koop/muiden/huis-42523323-de-krijgsman-muiden-loods-iv-bouwnr-41/?navigateSource=resultlist,20220128_081938,"€ 2,500,000 vrij op naam","€ 9,960    The asking price per m² (€ 2,500,000) is calculated by dividing the asking price of the home by the living area (251 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Villa, corner house",New property,2022,Flat roof,Living area251 m²Other space inside the building10 m²,251 m²,10 m²,980 m³,5 rooms (3 bedrooms),3 bathrooms and 1 separate toilet,2 toilets,3 stories,"Elevator, mechanical ventilation, passive ventilation system and TV via cable",A        What does this mean?,Completely insulated,Complete floor heating,Central facility,"On the edge of a forest, alongside park, on navigable waterway, alongside water, sheltered location, In wooded surroundings and in residential district",Sun terrace,Roof terrace present and balcony present,Storage box,Underground parking,Public parking and parking garage,no
