header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Oeverpad 159,1068 PH Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42549884-oeverpad-159/?navigateSource=resultlist,20220130_201007,"€ 495,000 kosten koper","€ 4,091    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (121 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 159 per month,7 weeks,Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,2007,Living area121 m²,121 m²,381 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,1 story,2nd floor,A        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2007, in ownership)",Municipal long-term lease,Paid until 30-11-2054,In residential district and unobstructed surrounding view,Built-in,Underground parking and parking place,"Parking on gated property, parking on private property and parking garage",Yes,Yes,Yes,Yes,Yes,Yes,no
