header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Rozengaarderweg 45,7416 BM Deventer        ,https://www.funda.nl/en/koop/deventer/huis-42682319-rozengaarderweg-45/?navigateSource=resultlist,20220128_025515,"€ 235,000 kosten koper","€ 2,901    The asking price per m² (€ 235,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available on 7/1/2022,"Single-family home, corner house",Resale property,1930,Combination roof covered with roof tiles,Living area81 m²Other space inside the building5 m²External storage space6 m²,81 m²,5 m²,6 m²,77 m²,322 m³,4 rooms (3 bedrooms),3 stories,C        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Intergas HR (gas-fired combination boiler from 2012, in ownership)",77 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"36 m² (8 meter deep and 4,5 meter broad)",Located at the north accessible via the rear,Detached brick storage,Electricity,Public parking,no
