header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Ownership situation,Ownership situation.1,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bronovolaan 1 C2,2597 AX Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42476416-bronovolaan-1-c2/?navigateSource=resultlist,20220129_180324,"€ 795,000 vrij op naam","€ 6,211    The asking price per m² (€ 795,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,€ 160.00 per month,Apartment with shared street entrance (apartment),New property,2022,Flat roof covered with asphalt roofing,Living area128 m²,128 m²,347 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,Toilet,1 story,3rd floor,"Elevator, mechanical ventilation, TV via cable and solar panels",Not available,Completely insulated,Complete floor heating and heat pump,Full ownership,Full ownership,In residential district,Balcony present,Storage box,Electricity,Underground parking and parking place,No,No,Yes (€ 160.00 per month),No,No,No,no
