header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Location,Garden,Shed / storage,Type of parking facilities,error
"Klavertuin, type Grasklaver (Bouwnr. 12)",2685 SZ Poeldijk        ,https://www.funda.nl/en/koop/poeldijk/huis-42590420-klavertuin-type-grasklaver-bouwnr-12/?navigateSource=resultlist,20220130_121845,"€ 415,000 vrij op naam","€ 3,320    The asking price per m² (€ 415,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2022,Woningborg garantiecertificaat,Living area125 m²External storage space5 m²,125 m²,5 m²,375 m³,1 room,1 story,Mechanical ventilation,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,In residential district,Back garden and front garden,Detached wooden storage,Public parking,no
