header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Garden,Shed / storage,Type of parking facilities,error
Tussenwoning (Bouwnr. 4),3281 MA Numansdorp        ,https://www.funda.nl/en/koop/numansdorp/huis-42684246-tussenwoning-bouwnr-4/?navigateSource=resultlist,20220129_004940,"€ 424,000 vrij op naam","€ 2,884    The asking price per m² (€ 424,000) is calculated by dividing the asking price of the home by the living area (147 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,"Single-family home, row house",New property,2022,Living area147 m²,147 m²,441 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,A        What does this mean?,Completely insulated,Geothermal heating,Geothermal heating,Back garden and front garden,Detached wooden storage,Public parking,no
