header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,error
Omgangstraat,4714 EN Sprundel        ,https://www.funda.nl/en/koop/sprundel/huis-87739587-omgangstraat/?navigateSource=resultlist,20220129_210813,"€ 650,000 vrij op naam","€ 3,611    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 650,000) is calculated by dividing the asking price of the home by the living area (180 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6+ months,Under offer,Available in consultation,"Single-family home, detached residential property",New property,2021,Living area180 m²Other space inside the building13 m²,180 m²,13 m²,427 m²,621 m³,5 rooms (3 bedrooms),2 stories,A+        What does this mean?,427 m²,no
