header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
Appartement (Bouwnr. 3),6041 CD Roermond        ,https://www.funda.nl/en/koop/roermond/appartement-42465396-appartement-bouwnr-3/?navigateSource=resultlist,20220130_155736,"€ 452,500 vrij op naam","€ 3,868    The asking price per m² (€ 452,500) is calculated by dividing the asking price of the home by the living area (117 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Woningborg garantiecertificaat,Living area117 m²,117 m²,305 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,4 stories,"Balanced ventilation system, elevator, mechanical ventilation and TV via cable",A        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls, floor insulation and completely insulated","Complete floor heating, heat recovery unit and heat pump",Central facility,In center,Balcony present and french balcony present,Built-in,Parking place,Parking on gated property and parking on private property,no
