header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Location.1,Garden location,Type of parking facilities,error
Lombokstraat 2,3531 RD Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-88049069-lombokstraat-2/?navigateSource=resultlist,20220131_153426,"€ 495,000 kosten koper","€ 4,760    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (104 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Under offer,Available in consultation,"Single-family home, row house",Resale property,1918,Combination roof covered with asphalt roofing and roof tiles,Living area104 m²Exterior space attached to the building6 m²,104 m²,6 m²,57 m²,385 m³,5 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,A        What does this mean?,"Roof insulation, double glazing and floor insulation",CH boiler,CH boiler,"Nefit HR ketel (2021, in ownership)",57 m²,Full ownership,"Alongside a quiet road, in center and in residential district",Back garden and location,"6 m² (0,03 meter deep and 0,02 meter broad)",Located at the northeast,Paid parking and public parking,no
