header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Zilvergeldstraat 22,3513 VR Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42587951-zilvergeldstraat-22/?navigateSource=resultlist,20220131_155903,"€ 365,000 kosten koper","€ 3,202    The asking price per m² (€ 365,000) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1948,Gable roof covered with roof tiles,Living area114 m²Exterior space attached to the building6 m²External storage space4 m²,114 m²,6 m²,4 m²,128 m²,410 m³,6 rooms (4 bedrooms),1 separate toilet,2 stories and a attic,E        What does this mean?,Gas heaters,Gas water heater,128 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"70 m² (13,3 meter deep and 5,25 meter broad)",Located at the southwest accessible via the rear,Roof terrace present,Detached brick storage,Paid parking and public parking,no
