header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Frankendaal 26,3075 XS Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88049012-frankendaal-26/?navigateSource=resultlist,20220130_134739,"€ 325,000 kosten koper","€ 3,250    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1992,Gable roof covered with roof tiles,Living area100 m²Other space inside the building5 m²,100 m²,5 m²,108 m²,369 m³,5 rooms (4 bedrooms),1 separate toilet,2 stories and a attic,Outdoor awning and TV via cable,C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Remeha Avanta (gas-fired combination boiler from 2020, in ownership)",108 m²,Municipal ownership encumbered with long-term leaset,Paid until 01-01-2042,In residential district,Back garden and front garden,"46 m² (8,75 meter deep and 5,3 meter broad)",Located at the east accessible via the rear,Attached brick storage,Public parking,no
