header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Burgerhoutsestraat 12 a,4701 EL Roosendaal        ,https://www.funda.nl/en/koop/roosendaal/appartement-88945716-burgerhoutsestraat-12-a/?navigateSource=resultlist,20220128_022845,"€ 300,000 kosten koper","€ 3,226    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Ground-floor apartment,Resale property,1899,Listed building (national monument) and monumental building,Living area93 m²,93 m²,459 m³,4 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,Ground floor,Not required,Partly double glazed,CH boiler,CH boiler,"Combination boiler, in ownership",Full ownership,"Alongside park, in center, in residential district and unobstructed surrounding view",Back garden,"Paid parking, parking on private property and resident's parking permits",No,No,No,No,No,No,no
