header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Type of parking facilities,error
Hazenstraat 33,1016 SN Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42526918-hazenstraat-33/?navigateSource=resultlist,20220130_190004,"€ 725,000 kosten koper","€ 8,951    The asking price per m² (€ 725,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Desirable residence/villa, row house",Resale property,1700,Monumental building,Gable roof covered with roof tiles,Living area81 m²Other space inside the building3 m²,81 m²,3 m²,26 m²,257 m³,5 rooms (1 bedroom),1 bathroom and 1 separate toilet,"Bath, shower and toilet",4 stories and a attic,"Skylight, mechanical ventilation and passive ventilation system",F        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Bosch 28 HRC (gas-fired combination boiler from 2010, in ownership)",26 m²,Full ownership,Alongside a quiet road and in center,"Paid parking, public parking and resident's parking permits",no
