header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Janny Laupmanlaan 29,6711 XA Ede        ,https://www.funda.nl/en/koop/ede/huis-42444973-janny-laupmanlaan-29/?navigateSource=resultlist,20220130_134902,"€ 725,000 vrij op naam","€ 4,096    The asking price per m² (€ 725,000) is calculated by dividing the asking price of the home by the living area (177 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",Resale property,2022,Flat roof covered with asphalt roofing,Living area177 m²External storage space6 m²,177 m²,6 m²,223 m²,645 m³,6 rooms (5 bedrooms),2 stories and a attic,"Mechanical ventilation, passive ventilation system, sliding door and solar panels",Not available,Energy efficient window and completely insulated,District heating and complete floor heating,Central facility,223 m²,Full ownership,"On the edge of a forest, alongside a quiet road and in residential district",Back garden and front garden,Public parking,no
