header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Huijgenspark 20,2515 BA Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42681516-huijgenspark-20/?navigateSource=resultlist,20220131_192249,"€ 450,000 kosten koper","€ 5,000    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 24, 2022",Available,Available in consultation,€ 60.00 per month,Upstairs apartment (apartment),Resale property,1750,Combination roof,Living area90 m²,90 m²,359 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,2nd floor,"Skylight, passive ventilation system and TV via cable",F        What does this mean?,Mostly double glazed,CH boiler and partial floor heating,CH boiler,"2012, in ownership",Full ownership,"Alongside park, in center and in residential district",French balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 60.00 per month),Yes,Yes,Yes,no
