header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Jazzboog - Fieramente/ vrijstaand sit. 75 (Bouwnr. 75),4337 Middelburg        ,https://www.funda.nl/en/koop/middelburg/huis-42497722-jazzboog-fieramente-vrijstaand-sit-75-bouwnr-75/?navigateSource=resultlist,20220129_034841,"€ 689,000 vrij op naam","€ 4,077    The asking price per m² (€ 689,000) is calculated by dividing the asking price of the home by the living area (169 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Single-family home, detached residential property",New property,2023,Flat roof covered with plastic,SWK garantiecertificaat,Living area169 m²,169 m²,768 m³,6 rooms (5 bedrooms),1 bathroom and 2 separate toilets,Shower,2 stories and a attic,"Balanced ventilation system, TV via cable and solar panels",A        What does this mean?,Completely insulated,"Geothermal heating, complete floor heating, heat recovery unit and heat pump",Alongside a quiet road and in residential district,Back garden and surrounded by garden,"0,01 meter deep and 0,01 meter broad",Located at the southeast accessible via the rear,Attached brick garage,1 car,Electricity,Parking on private property,no
