header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nassaukade 60 2,1052 CP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42532131-nassaukade-60-2/?navigateSource=resultlist,20220130_214258,"€ 425,000 kosten koper","€ 7,870    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (54 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 71 per month,2 months,Sold under reservation,Available in consultation,€ 71.16 per month,Upstairs apartment (apartment),Resale property,1910,Living area54 m²Exterior space attached to the building2 m²,54 m²,2 m²,180 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Bath,1 story,3rd floor,Mechanical ventilation and TV via cable,D            1.74What does this mean?,Double glazing,CH boiler,CH boiler,Combination boiler,Full ownership,"Alongside water, in center and unobstructed surrounding view","Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 71.16 per month),Yes,No,No,no
