header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Heating,Hot water,CH boiler,Garden,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Borchmolen 70,5612 DB Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-42486106-borchmolen-70/?navigateSource=resultlist,20220201_005244,"€ 349,000 kosten koper","€ 4,418    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (79 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,€ 119.00 per month,Maisonnette,Resale property,1980,Flat roof,Living area79 m²Exterior space attached to the building15 m²External storage space1 m²,79 m²,15 m²,1 m²,235 m³,3 rooms (2 bedrooms),2 bathrooms,2 showers,4 stories,3rd floor,B        What does this mean?,CH boiler,CH boiler,Hr ( combination boiler from 2019),Sun terrace,Built-in,Underground parking,Parking garage,Yes,Yes,Yes (€ 119.00 per month),Yes,Yes,Yes,no
