header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Type of parking facilities,error
Winterlinde 8,6134 RD Sittard        ,https://www.funda.nl/en/koop/sittard/huis-42434196-winterlinde-8/?navigateSource=resultlist,20220129_020837,"€ 395,000 kosten koper","€ 2,687    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (147 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,2016,Gable roof,Living area147 m²Other space inside the building20 m²Exterior space attached to the building16 m²,147 m²,20 m²,16 m²,214 m²,641 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,"Mechanical ventilation, rolldown shutters and TV via cable",A        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls, floor insulation and completely insulated",District heating,District heating,214 m²,See deed,In residential district,Back garden and front garden,"64 m² (7,5 meter deep and 8,5 meter broad)",Located at the west,Attached brick garage,1 car,Parking on private property,no
