header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Obrechtstraat 167 B,2517 VS Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42671820-obrechtstraat-167-b/?navigateSource=resultlist,20220131_211504,"€ 250,000 kosten koper","€ 5,435    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (46 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 75.00 per month,Upstairs apartment (apartment),Resale property,1897,Protected townscape or village view (permit needed for alterations),"Gable roof covered with asphalt roofing, other and roof tiles",Living area46 m²Other space inside the building3 m²Exterior space attached to the building4 m²,46 m²,3 m²,4 m²,140 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,4th floor,G        What does this mean?,CH boiler,CH boiler,"Combination boiler, in ownership",Full ownership,Balcony present,Yes,Yes,Yes (€ 75.00 per month),Yes,No,Yes,no
