header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Type of parking facilities,error
Sint Sebastianusstraat 12,6071 VM Swalmen        ,https://www.funda.nl/en/koop/swalmen/huis-42688197-sint-sebastianusstraat-12/?navigateSource=resultlist,20220129_172949,"€ 325,000 kosten koper","€ 2,481    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, linked semi-detached residential property",Resale property,1970,Gable roof,Living area131 m²Other space inside the building18 m²Exterior space attached to the building41 m²,131 m²,18 m²,41 m²,234 m²,513 m³,8 rooms (4 bedrooms),1 bathroom,"Bath, shower and toilet",3 stories,Solar panels,A        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"2012, in ownership",234 m²,Full ownership,Alongside a quiet road,Parking on private property and public parking,no
