header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Patio/atrium,Garden location,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Haarlemmerweg 211 hs,1051 LE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41324105-haarlemmerweg-211-hs/?navigateSource=resultlist,20220130_223037,"€ 349,000 kosten koper","€ 7,932    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (44 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 100 per month,6+ months,Sold under reservation,Available in consultation,Ground-floor apartment,Resale property,1900,Living area44 m²,44 m²,119 m³,3 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,Ground floor,D        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,Alongside water,Patio/atrium,16 m² (4 meter deep and 4 meter broad),Located at the south,Built-in,Yes,Yes,Yes,Yes,Yes,Yes,no
