header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Heating,CH boiler,Area,Garden,Type of garage,Capacity,error
Hazenkampstraat 91,6445 BL Brunssum        ,https://www.funda.nl/en/koop/brunssum/huis-88032017-hazenkampstraat-91/?navigateSource=resultlist,20220127_225727,"€ 199,000 kosten koper","€ 2,073    The asking price per m² (€ 199,000) is calculated by dividing the asking price of the home by the living area (96 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1945,Living area96 m²Other space inside the building15 m²Exterior space attached to the building16 m²External storage space18 m²,96 m²,15 m²,16 m²,18 m²,179 m²,379 m³,5 rooms (2 bedrooms),1 separate toilet,3 stories and a basement,E        What does this mean?,CH boiler,To rent,179 m²,Back garden,Detached wooden garage,1 car,no
