header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Balcony/roof garden,Type of parking facilities,error
Paslaan 28,7311 AL Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/huis-42666868-paslaan-28/?navigateSource=resultlist,20220129_192234,"€ 725,000 kosten koper","€ 2,767    The asking price per m² (€ 725,000) is calculated by dividing the asking price of the home by the living area (262 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,"Villa, detached residential property",Resale property,1905,Combination roof covered with roof tiles,Living area262 m²Other space inside the building9 m²Exterior space attached to the building17 m²,262 m²,9 m²,17 m²,415 m²,"1,145 m³",12 rooms (7 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories and a basement,Alarm installation and TV via cable,G        What does this mean?,CH boiler,CH boiler,Combination boiler,415 m²,Full ownership,Alongside busy road and in residential district,Surrounded by garden,Roof terrace present,Parking on private property,no
