header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Location,Shed / storage,error
Oude Stationsweg 37 - Appartement,4611 BZ Bergen op Zoom        ,https://www.funda.nl/en/koop/bergen-op-zoom/appartement-42444094-oude-stationsweg-37-appartement/?navigateSource=resultlist,20220129_183111,"€ 285,000 vrij op naam","€ 2,080    The asking price per m² (€ 285,000) is calculated by dividing the asking price of the home by the living area (137 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,Upstairs apartment (apartment),New property,2022,Living area137 m²Other space inside the building11 m²,137 m²,11 m²,465 m³,4 rooms (2 bedrooms),1 story,1st floor,Not available,In center,Built-in,no
